id,name,description,status,gsf_standards_version,estimated_annual_credits,crediting_period_start_date,crediting_period_end_date,type,size,sustaincert_id,sustaincert_url,project_developer,country,methodology,carbon_stream,poa_project_sustaincert_id
1025,ECO2 Renewable Biomass Fuel Enterprise,"This project will locally produce and sell renewable biomass briquettes as fuel to replace charcoal for cooking to domestic, business and institutional clients in Western Kenya.",LISTED,2.2,13600,2018-01-01,2027-12-31,"Biomass, or Liquid Biofuel - Heat",Small Scale,5841,https://platform.sustain-cert.com/public-project/1118,myclimate Foundation,Kenya,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,VER,
1000,Varahi Tail Race Small Hydro Power Project of SPCL in Karnataka,"The project activity is small containment run-of-the river project of 22.5 MW installed capacity comprising 3 units of 7.5 MW capacity each. It is located on lower reaches of western scarps of Western Ghats. The project activity contemplates utilization of tail race water of Varahi Underground Power House Station . (VUGPH), available drop between tail race of VUGPH and Varahi pick-up dam and water from independent catchment up to weir on river Varahi just downstream of VUGPH tail race confluence. Maximum gross head available is about 47.5 m and minimum gross head is 44.4 m. The total of tailrace ""discharge from VUGPH. and flows from independent catchment varies from maximum of 72.0 m3/s to minimum of about I5.0 m3/s. Design head of 38.0 m and design discharge of 23.6 m3/s per unit has been adopted. The project activity generates approximately 120.0 GWh electricity per annum and sells it to Karnataka Power Transmission Corporation Limited (KPTCL) through a Power Purchase Agreement (PPA).Sandur Power Company Limited (SPCL), owner of the project activity, believes that the project activity would greatly contribute to the sustainable development of the host country (India). Government of India has stipulated the following indicators for sustainable development in the interim approval guidelines1 for CDM projects.",LISTED,2.2,100386,2017-02-21,2022-02-21,"Small, Low - Impact Hydro",Large scale,5659,https://platform.sustain-cert.com/public-project/1081,Lotus Environment Consultant Inc,India,ACM0002 Grid-connected electricity generation from renewable sources,GS CER,
970,Shri Bajrang RE Project,"The CDM project activity is undertaken by Shri Bajrang Power and Ispat Ltd at its sponge iron plant.  The project activity is a biomass based power plant next to an existing power plant in Chhattisgarh, India.  The power plant utilise rice husk a renewable biomass as the primary fuel for the generation of electricity for captive use and the surplus if any, is exported to the grid. The project involves the installation of a 60 tph 67 kg/cm2 485oC Cethar Vessels Ltd boiler and an 8MW condensing Triveni Engineering & Industries Ltd turbine generator.  The turbine generator will produce electricity at 11 kV and after synchronization with the grid shall be used for captive consumption. However surplus if any will be stepped up to 132 kV and exported to the grid via the Urla substation, which is located at a distance of 2 kilometres from the plant.",GOLD_STANDARD_CERTIFIED_DESIGN,2.2,36647,2016-02-27,2023-02-26,"Biomass, or Liquid Biofuel - Electricity",Small Scale,5530,https://platform.sustain-cert.com/public-project/1056,EKI Energy Services Limited,India,AMS-I.D. Grid connected renewable electricity generation,GS CER,
941,GS 2404 International Water Purification program - Chlorine Dispensers in Uganda - CPA 22,Chlorine Dispensers in Uganda - CPA 22,LISTED,v2.2 CASH,10000,2017-02-01,2024-01-31,Energy Efficiency - Domestic,Small Scale,5305,https://platform.sustain-cert.com/public-project/1003,Swiss Carbon Assets Ltd.,Uganda,AMS-III.AV. Low greenhouse gas emitting water purification systems,GS CER,2404
915,Diyao 1MW Hydro Power Project,"The project activity includes building and operating a run-of-  river 1 MW hydro power plant located in the Linkou River   Basin in Mujiao Village of Tongdao Dong Autonomous County,   Hunan Province.  Electricity generated by the project will be   transmitted to Mid-China Power Grid (CCPG) and displaces   part of the electricity generated by CCPG which is currently   dominated by fossil fuel-fired power plants, and thus help   reduce the greenhouse gas emissions. Meanwhile, the   building of the hydropower station will also help promote   local social and economic development.",GOLD_STANDARD_CERTIFIED_PROJECT,1.0,2457,2009-03-12,2016-03-11,"Small, Low - Impact Hydro",Microscale,518,https://platform.sustain-cert.com/public-project/976,Climate Bridge (Shanghai) Ltd.,China,ACM0002 Grid-connected electricity generation from renewable sources,VER,
884,"GS1247 VPA 61 Improved Kitchen Regimes: Kayonza District Borehole Project, Rwanda","This  Micro-Scale  Voluntary  Project  Activity  61 Improved  Kitchen  Regimes:  Kayonza District  Borehole  Project, Rwanda  (mVPA),  is eligible  under  the  Gold  Standard  methodology  Technologies  and Practices  to  Displace Decentralized  Thermal  Energy  Consumption Version  1.  The  project  will  support  the  provision  of  safe  water.",GOLD_STANDARD_CERTIFIED_PROJECT,2.1,10000,2016-08-18,2023-08-17,Energy Efficiency - Domestic,Microscale,5033,https://platform.sustain-cert.com/public-project/941,CO2balance UK ltd,Rwanda,GS TPDDTEC v 1.,VER,1247
855,PoA GS 973 - RDIS CPA1,"The PoA GS 973 – RDIS CPA 1 GS 4823 is one of a number of small-scale CPAs that are included under the ICSEA PoA GS 973. The project is CDM and Gold Standard accredited. The CPA is part of CDM Sectoral Scope 3: Energy demand, AMS-II.G version 3, “Energy Efficiency Measures in Thermal Applications of Non Renewable Biomass"", as well as Sectoral Scope 1: Fuel switch, AMS-I.E version 6, “Switch from Non-Renewable Biomass for Thermal Applications by the User"".RDIS CPA 1 GS 4823 is active in the marketing, distribution, tracking and maintenance of portable/fixed, domestic/institutional improved cook stoves (ICS), using charcoal/firewood/renewable biomass fuels.This CPA is disseminating ICS throughout Rwanda. The primary means to uniquely identify the activities under the CPA is by means of buyer information collected through Sales Agreements. This includes stove serial number, customer name, address, date of sale, and where practical and appropriate also GPS coordinates.The overall objective of RDIS CPA 1 is to contribute to the achievement of the Sustainable Development Goals (SDGs) through the dissemination of ICS as a local, sustainable energy source and the development of a commercially viable, market-oriented ICS sector.",GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,48000,2016-11-01,2023-10-31,Energy Efficiency - Domestic,Small Scale,4823,https://platform.sustain-cert.com/public-project/910,Uganda Carbon Bureau,Rwanda,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,GS CER,973
823,Vaayu India Wind Power Project in Andhra Pradesh,Vaayu (India) Power Corporation Private Limited (VIPCPL) has installed 50.4 MW wind farm in the state of Andhra Pradeshin India. The project activity consists of 63 machines of Wind World make WW-53 rated capacity 800 KW each. Theelectricity generated by project activity shall be supplied to the state electricity utility thereby contributing to reducing theenergy demand supply gap in the state of Andhra Pradesh. The project activity assisted the sustainable growth of theregion by providing clean and green electricity to the state electricity grid.,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,92971,2011-04-25,2021-04-24,Wind,Large Scale,4603,https://platform.sustain-cert.com/public-project/874,Wind World (India) Limited,India,ACM0002 Grid-connected electricity generation from renewable sources,GS CER,
796,"Wind Power Project by M/s. Giriraj Enterprises at Sandla, Madhya Pradesh","M/s. Giriraj Enterprises has developed 29.40 MW Wind Power Project at Villages: Sandla, Jhar, Lunera & Dhanesara, Tehsil & District: Ratlam, State: Madhya Pradesh, INDIA. The project involves installation of 14 Wind Turbine Generators (WTGs) of 2.10 MW capacity. The WTG implemented under the project are supplied by M/s Suzlon Energy Ltd. The technology is indigenous having class S-97 – 2100 kW. M/s Suzlon Energy Ltd. will also handle operation & maintenance of the implemented WTGs. M/s Giriraj Enterprises has entered into a power purchase agreement (PPA) with the state utility, MP Power Management Company Ltd. (MPPMCL) on 05/05/2015 for entire capacity.",LISTED,2.2,50324,2016-06-01,2023-05-31,Wind,Large scale,4505,https://platform.sustain-cert.com/public-project/846,MITCON Consultancy & Engineering Services Ltd.,India,ACM0002 Grid-connected electricity generation from renewable sources,VER,
764,VPA 25 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,"The micro-scale VPA (“mSC-VPA"") involves the installation and maintenance of domestic improved cooking stoves (“ICS"" branded as Bondhu Chula) by Partner Organization (“PO"") & Partner Entrepreneurs (PEs), in Bangladesh. The current cooking practice in Bangladesh is the use of “three-stone"" cooking stove, popularly known as traditional stoves. Biomass serves for 90% of Bangladeshi households’ energy needs. Around 95% of rural population uses biomass fuel for cooking with fuel wood being used in around 85% households. 98% of Bangladesh’s rural population cooks with biomass using traditional stoves, despite years of efforts by governments and health organizations to promote models that are fuel-efficient and have chimneys. The VPA stoves burn fuel more efficiently and are designed to draw off smoke and toxins, thus creating cleaner indoor air for women and children. They have also been shown to use about 50% less fuel to cook the same amount of food.  In the absence of this VPA households would cook primarily using traditional inefficient stoves, perpetuating environmental and health degradation.",GOLD_STANDARD_CERTIFIED_PROJECT,v2.2 CASH,8760,2015-04-20,2025-04-19,Energy Efficiency - Domestic,Micro scale,4390,https://platform.sustain-cert.com/public-project/812,Bangladesh Bondhu Foundation,Bangladesh,GS MS Simplified Methodology for Efficient Cookstoves v1.,VER,3112
738,GS1005 Qori Q'oncha - Improved cookstoves diffusion programme in Peru â€“ VPA4,"Dissemination of 9,544 improved cook-stoves in the regions of Pasco, Junin and the Amazonas in Peru, designed for families using a traditional cookstove or partially traditional cookstove.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,32677,2016-01-19,2023-01-18,Energy Efficiency - Domestic,Large Scale,4296,https://platform.sustain-cert.com/public-project/785,MICROSOL SAS,Peru,AMS-I.C. Thermal energy production with or without electricity,VER,1005
711,Utilization of Biomass in Bricks Manufacturing By Ozone Envirotech Pvt. Ltd. (OEPL),"The project activity incorporates the partial substitution of coal with renewable biomass mix (jowar, cotton sticks and sarson residue) as fuel for manufacturing of bricks. In baseline scenario, bricks are manufactured using coal as primary source of fuel whereas in project activity, coal is partially substituted with biomass which is a renewable source of energy. The project activity includes 19 brick kilns in district Bathinda, situated in the state of Punjab, India.",LISTED,2.2,42499,2013-04-01,2020-03-31,"Biomass, or Liquid Biofuel - Electricity",Small Scale,4194,https://platform.sustain-cert.com/public-project/755,Ozone Envirotech Private Limited,India,"AMS-III.Z. Fuel Switch, process improvement and energy efficiency in brick manufacture",VER,
685,Native Clean Water Programme South East Asia: NE_VPA 01_IND,"The micro-scale VPA “NativeEnergy Clean Water Programme South East Asia: VPA (01) India"" aims to reduce wood fuel consumption used for domestic/non-residential water treatment by introducing zero energy Clean water technology to replace the use of boiling.  The CME to the project activity is NativeEnergy, an American social enterprise that manufactures and distributes the   Clean Water in an effort to provide households in the developing world with convenient and affordable access to safe drinking water.  This micro-scale VPA shall apply the Gold Standard methodology “Technologies and Practices to Displace Decentralized Thermal Energy Consumption"", and therefore shall incorporate any project technologies or activities that displace thermal energy consumption in existing baseline practices.  The PoA seeks to abate GHG emissions associated with the   consumption of biomass for wood fuel traditionally used to boil drinking water.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9784,2019-05-01,2029-04-30,Energy Efficiency - Domestic,Micro scale,3964,https://platform.sustain-cert.com/public-project/724,"NATIVE, A PUBLIC BENEFIT CORPORATION",India,GS TPDDTEC v 1.,VER,3698
653,3 MW bundled wind Power Project in Tamil Nadu,The project is 3 MW wind power project by M/s Mangalam Fashions Limited ; M/s Woodside Fashions Limited. Both the PP has 1.5 MW capacity wind power project.,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,6115,2013-01-01,2022-12-31,Wind,Small Scale,3669,https://platform.sustain-cert.com/public-project/687,EKI Energy Services Limited,India,AMS-I.D. Grid connected renewable electricity generation,GS CER,
628,GS1247 VPA 35 Improved Kitchen Regimes: Kaliro Safe Water Project,"This Micro-Scale Voluntary Project Activity 33, Kaliro Uganda, is eligible under the Gold Standard methodology Technologies and Practices to Displace Decentralized Thermal Energy Consumption. The project will support the provision of safe water using borehole technology to hundreds of households within Kaliro district. By providing safe water, the project will ensure that households consume less firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide emissions from the combustion process.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,10000,2015-11-17,2022-11-16,Energy Efficiency - Domestic,Micro scale,3564,https://platform.sustain-cert.com/public-project/661,CO2balance UK ltd,Uganda,GS TPDDTEC v 1.,VER,1247
602,Dilovasi Landfill Gas to Electricity Project,"The aim of the project includes the collection of the landfill   gas, made up of mostly methane and carbon dioxide, which is   currently released to the atmosphere,and use it as fuel for   electricity generation. The electricity generated by the   project will be fed to the national grid, and will replace   electricity which would otherwise be generated by fossil fuel   fed power plants.",GOLD_STANDARD_CERTIFIED_DESIGN,2.2,29750,2015-10-24,2022-10-23,Other,Large scale,3489,https://platform.sustain-cert.com/public-project/629,Körfez Enerji San. ve Tic. A.S.,Turkey,AMS-I.D. Grid connected renewable electricity generation,VER,
575,Biodigestor Program in the State of Kerala by  INSEDA and SDA,"The main objective of the project was to facilitate and increase the penetration of household bio digesters by distributing as well as maintaining the bio digesters for the consumers (farmers). Further, the objective is also to increase the functionality by ensuring maintenance. The biogas generated from the bio digesters will be replacing firewood used for domestic cooking purpose.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,15180,2013-04-09,2023-04-28,Biogas - Heat,Small Scale,3404,https://platform.sustain-cert.com/public-project/597,First Climate Markets AG,India,Not provided,VER,
545,"Nepal Biogas Support Program - CPA 4: 19,970 digesters",No description provided,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,66397,2017-02-22,2019-02-22,Biogas - Heat,Small Scale,9996,https://platform.sustain-cert.com/public-project/557,Deactivated Projects,Nepal,,GS CER,9999
520,"Conservation and reforestation of degraded areas in Barbosa, Colombia ","The Project establishes a reforestation of native and non-native tree species in the municipality of Barbosa-Antioquia. The species were selected taking into account their adaptability, ecologic characteristics, and their economic importance for the region. The project attempts to the reforestation of 98, 59 hectares of which 59,39 have been already planted and the remaining 30 ha will be reforested by the first half of the year 2014. 79 hectares of the project will be covered mainly by Pinus oocarpa and Pinus maximinioi and by native species including Guadua angustifolia, Retrophyllum rospigliosii, and Persea caerulea. Additionally The project attempts to the establishment of 14,7 has of Eucalytus grandis",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,10446,2014-04-11,2043-04-11,Other,Small Scale,3025,https://platform.sustain-cert.com/public-luf-project/2782,Swiss Carbon Value Ltd.,Colombia,Afforestation/Reforestation GHG Emissions Reduction & Sequestration Methodology,VER,
495,Karacayir Wind Power Plant,"Mursal Enerji Üretim Sanayi ve Ticaret Ltd. Sti. (hereafter referred as the project participant) plans to develop and operate a wind farm in Çeltek District of Sivas Province in Turkey which is a greenfield renewable energy generation project. The proposed Karaçayir Wind Farm Project (hereafter referred as the proposed project activity) involves installation of 10 wind turbines with a total installed capacity of 10 MW. The proposed project activity is estimated to generate approximately 26.2 GWh per annum. The electricity generated will be delivered to the national grid at via 154 kV HV transmission line. The proposed project activity is estimated to reduce approximately 15,600 tCO2eq/year emission reductions.",LISTED,2.2,15600,2014-08-01,2021-07-31,Wind,Large scale,3261,https://platform.sustain-cert.com/public-project/566,Ado Enerji retim San. ve Tic. A.S.,Turkey,AMS-I.D. Grid connected renewable electricity generation,VER,
469,MicroEnergy Credits - Mongolia - Microfinance for Clean Energy Product Lines VER Project - VPA No. 002: XacBank LLC,"This small-scale VPA involves the installation and maintenance of clean energy products including efficient stoves and home insulation by Partner Organization in Mongolia. The current practice in Mongolia is to use inefficient stoves and home insulation at the household level, resulting in necessary combustion of large amounts of coal. The use of these fuels generates a variety of gases including Carbon dioxide. The replacement of these traditional products with Clean Energy Products reduces the amount of fuel required for heating, and reducing the amount of GHG emitted into the atmosphere.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,49199,2012-09-02,2019-09-01,Energy Efficiency - Domestic,Small Scale,2684,https://platform.sustain-cert.com/public-project/485,MicroEnergy Credits,Mongolia,AMS-II.E. Energy efficiency and fuel switching measures for buildings,VER,2434
443,Zhangbei Danjinghe Phase III 49.5MW Wind Power Project,"zhangbei danjinghe Phase III 49.5MW Wind Power Project (hereafter referred to as the  Project) is sited in Danjinghe Town ,Zhangbei County ,Zhangjiakou City, Hebei Province, P. R. of China, invested and operated by CECEP (Zhangbei) Wind-Power  Co., Ltd.. The purpose of the Project is to install 33 sets of wind turbine-generators with per unit capacity of 1.5MW to generate clean renewable electricity with zero emissions. The total installed capacity is 49.5 MW. It is estimated that the feed-in electricity from the Project is approximately 108.157GWh per year. Prior to the implementation of the project activity, the electricity is supplied by the operation of grid-connected power plants and by the addition of new generation sources within the North China Power Grid, which is the same as baseline scenario. The project activity is a renewable energy project and will achieve greenhouse gas (GHG) emission reductions of 99,179tCO2e annually and totally 694,253 tCO2e for the first crediting period by displacing power generation from those fossil fuel-fired power plants connected to the NCPG under the baseline scenario.",GOLD_STANDARD_CERTIFIED_PROJECT,2.2,99179,2014-06-15,2021-06-14,Wind,Large scale,2588,https://platform.sustain-cert.com/public-project/459,"Goldchina Consultancy International Co., Ltd",China,ACM0002 Grid-connected electricity generation from renewable sources,VER,
418,"GS1205 Sustainable Energy for Development PoA, VPA 5: Improved Ylang-Ylang Distillation in the Comoros",This project activity will promote improved Ylang Ylang distillation units in the Comoros and help structure the supply chain of the essential oil that is one of the main source of income for the Archipelago.,LISTED,Gold Standard for the Global Goals,2000,2016-01-01,2026-12-31,Energy Efficiency - Commercial Sector,Microscale,2560,https://platform.sustain-cert.com/public-project/434,Initiative Developpement,Comoros,GS TPDDTEC v 2.,VER,1205
392,National Bio Energy Changtu Biomass Power Plant,"The biomass power plant with the capacity of 12 MW, will utilize local surplus biomass residues (mainly as agricultural biomass residues-corn straw) for electricity. The proposed project will install one 48 t/h biomass-fired boiler with the technology from BWE Company of Denmark.It is estimated that the Project can deliver 81 GWh of electricity to the Northeast China Grid (NECG) utilizing about 113, 000 tons biomass residues per year. The utilized biomass by the project, which is all collected from nearby area of the project, has been open burnt or left to decay before the project.",GOLD_STANDARD_CERTIFIED_PROJECT,2.2,69034,2012-03-05,2022-03-04,"Biomass, or Liquid Biofuel - Electricity",Small Scale,2503,https://platform.sustain-cert.com/public-project/403,Beijing Fangzhou Jiaye Technology Co ltd,China,AMS-I.D. Grid connected renewable electricity generation,VER,
362,GS2450 GS1265 African Biomass Energy Conservation PoA Rwanda Biomass Conservation (5),GS 2450 – GS 1265 – African Biomass Energy Conservation PoA – Rwanda Biomass Conservation (5).,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,10000,2014-03-02,2021-03-01,Energy Efficiency - Domestic,Small Scale,2450,https://platform.sustain-cert.com/public-project/373,Hestian Innovation,Rwanda,GS TPDDTEC v 1.,VER,1265
335,Project Karaha Unit 1 PT. Pertamina Geothermal Energy,"The project is a geothermal project with the net installed capacity up to 30 MW. Like other geothermal sources, which are mostly found in the forest, the Karaha geothermal field and power plant will be located in the Karaha and Talaga Bodas Mountains that crossed 2 different regencies, Garut and Tasikmalaya Regencies.",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,156669,2018-04-06,2025-04-05,Geothermal,Large Scale,2419,https://platform.sustain-cert.com/public-project/347,South Pole Carbon Asset Management Ltd.,Indonesia,ACM0002 Grid-connected electricity generation from renewable sources,GS CER,
310,Ovacik Biogas Power Plant,"Ovac?k Biogas Power Plant, licensed under Is?t Biyokutle Enerji A.S. for 4,96 MW installed capacity and 38.575.694 kWh annual electricity generation is located in Luleburgaz District of K?rklareli Province. The project uses cattle manure as the source for grid-connected electricity generation. Besides providing electricity to the national grid, the project also contributes to waste management in the area.",LISTED,Gold Standard for the Global Goals,216000,2015-01-01,2021-12-31,Biogas - Electricity,Large scale,2291,https://platform.sustain-cert.com/public-project/322,BorgaCarbon Consultancy Ltd.,Turkey,,VER,
285,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-041,"The CPA SCHHBG-2012-041 involves the installation and operation of 4,601 household biogas systems at low-income households located in Ziyang Sichuan Province, China. The CPA builds on and integrates into the existing subsidy and implementation program for household bio digesters of the Sichuan Rural Energy Office (SREO) and its subsidiaries. The CPA consists of the extension of the existing program towards low-income households within Ziyang that are not able to participate under the SREO program without further support.",GOLD_STANDARD_CERTIFIED_PROJECT,2.1,9870,2013-04-11,2023-04-11,Biogas - Heat,Small Scale,1733,https://platform.sustain-cert.com/public-project/296,Chengdu Oasis Science & Technology Co Ltd,China,AMS-I.I. Biogas/biomass thermal applications for households/small users,GS CER,1239
259,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-016,"The CPA SCHHBG-2012-016 involves the installation and operation of 4,601 household biogas systems at low-income households located in Mianyang Sichuan Province, China. The CPA builds on and integrates into the existing subsidy and implementation program for household bio digesters of the Sichuan Rural Energy Office (SREO) and its subsidiaries. The CPA consists of the extension of the existing program towards low-income households within Mianyang that are not able to participate under the SREO program without further support.",GOLD_STANDARD_CERTIFIED_PROJECT,2.1,9870,2013-04-11,2023-04-10,Biogas - Heat,Small Scale,1707,https://platform.sustain-cert.com/public-project/270,Chengdu Oasis Science & Technology Co Ltd,China,AMS-I.C. Thermal energy production with or without electricity,GS CER,1239
234,BAGARASI WPP,Bagarasi WPP is a 46 MW project located within the boundaries of Aydin Province of Turkey,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,68509,2017-10-29,2024-10-28,Wind,Large scale,1382,https://platform.sustain-cert.com/public-project/245,GTE KARBON SUSTAINABLE ENERJI  EGITIM DANISMANLIK VE TICARET A.S.,Turkey,ACM0002 Grid-connected electricity generation from renewable sources,VER,
204,Song Bung 6 Hydropower Project,"The Song Bung 6 Hydropower Project involves the construction and operation of two unit   hydropower plant which is located on Bung River, the left shore river belongs to Ma CooiH   commune, Dong Giang district in Quang Nam province, and the right shore river belongs to   Thanh My town, Nam Giang district in Quang Nam province of Vietnam.     Prior to the implementation of the project activity, electricity in Vietnam is generated mainly   from fossil fuel sources and is solely distributed to consumers via the unique national electricity   grid.     The project’s purpose is to generate and to supply renewable electricity to the national grid via   the Power Purchase Agreement (PPA) signed with the Electricity Corporation of Vietnam (EVN).   The project’s installed capacity and annual gross power generation is 26MW and 115.33 GWh   The net electricity generated from this project (annual estimated volume is 114.176 GWh ) will   be supplied to the national grid.",GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,64199,2020-01-01,2026-12-31,"Small, Low - Impact Hydro",Large scale,1345,https://platform.sustain-cert.com/public-project/214,Vietnam Carbon Assets Ltd.,Viet Nam,ACM0002 Grid-connected electricity generation from renewable sources,GS CER,
178,Germiyan 9.6 MW WPP,"Güral Porselen Tur. Ve Vitrifiye San. A.&#350;. (Güral) plans to   invest into new wind power plant to generate electricity and   feed it into the Turkish grid. The wind power plant is planned   to be built close to Germiyan Village area of Çe&#351;me district   in the province of &#304;zmir in Turkey.     The project consists 4 turbines with 2,5 MW rated power for   each. Having 9.6 MW installed power in total; the project will   generate around 25 GWh electricity annually.  Comparing with   baseline situation for electricity system of Turkey, this   amount of electricity generation will lead around 15,250   tonnes carbondioxide emission reduction per year. In addition   to the CO2, the project will reduce SOx and NOx emissions   which arise from electricity generation from mainly coal power   plants.",GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,15250,2014-06-01,2021-05-31,Wind,Small Scale,1308,https://platform.sustain-cert.com/public-project/185,Life Iklim ve Enerji Ltd. Sti.,Turkey,AMS-I.C. Thermal energy production with or without electricity,VER,
150,Seferihisar 16MW Wind Power Plant,"Aktepe Enerji A.S. (Aktepe) plans to invest into a new wind   power plant (Seferihisar 16 MW WPP)to generate electricity and   feed it into the Turkish grid. The wind power plant is plant   to be built close to Düzce and Sigacik Villages of Seferihisar   district in the province of &#304;zmir in Turkey. Construction work   for turbine installation shall begin in September 2012 and   turbine installation will follow on. With completion of   installation 16 MW wind power project will produce some 46 GWh   electricity yearly, leading to annual emission reductions of   some 27,000 tons of CO2 compared to conventional generation.",GOLD_STANDARD_CERTIFIED_DESIGN,2.1,27000,2014-06-01,2021-06-01,Wind,Large scale,1241,https://platform.sustain-cert.com/public-project/153,FutureCamp Climate GmbH,Turkey,ACM0002 Grid-connected electricity generation from renewable sources,VER,
125,Micro Scale Biogas CDM Project of WORD,"The purpose of the project activity is to set up 5000 biogas plants of 2m3   capacity each for single households in Namakkal district and in this way replace   Non-Renewable Biomass with biogas for cooking and heating water. The project   will contribute strongly to sustainable development of the rural households   involved in the project. Namakkal is a biomass deficit region. Fuel wood scarcity   has an impact directly on rural households. Project activity will attenuate the   need of household thermal energy for cooking and water heating. By utilizing   the source in controlled anaerobic digestion and combustion system, biogas will   be available for cooking energy and heating water for bath. The project will also   reduce methane emissions from cattle manure. Biogas will be used on a two-  ring gas stove. Implementation of the project depends on the successful   validation and registration of the project as a CDM project activity since the   project will be financed completely from",GOLD_STANDARD_CERTIFIED_DESIGN,2.1,24484,2014-01-01,2021-01-01,Biogas - Heat,Small Scale,1201,https://platform.sustain-cert.com/public-project/131,WORD,India,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,GS CER,
99,Expanding access to LPG in Burkina Faso through microfranchised distribution,"In Burkina Faso, non-renewable woodfuel represents ninety-one (91) per cent of the total energy consumed yearly. Indeed, eighty-four (84) per cent of households use wood and charcoal on a daily basis. For that reason, there is a growing pressure on forests and the country currently looses 105,000 hectares of forested land every year according to the Ministry in charge of environmental issues (“Ministère de l’environnement et du développement durable""). High efficiency improved cookstoves and gas stoves help fight deforestation by significantly reducing the demand for wood and charcoal, and thus contribute to a global reduction in GHG emissions from biomass combustion. To deal with this issue, the French NGO Entrepreneurs du Monde launched a new program called Nafa Naana with the objective to facilitate access to cleaner, more modern and cheaper sources of energy for all. Nafa Naana takes place in the context of the National Plan for the Environment (PANE) established in 1991 by the Government of Burkina Faso, and is financially supported by the Ministry of Mines, Quarries and Energy. Nafa Naana  works  as  a  social  micro-franchise  that  distributes  more  efficient  charcoal and wood stoves,  LGP  stoves  and  solar  lanterns.  Nafa Naana is developing its own distribution network with the objective of making those products easily available to all. Financial services are offered to Nafa Naana clients either as group loans or individual loans to help  people  with  limited  financial  means  access those products. Finally, Nafa Naana is trying to increase the level of awareness in local populations about the described issues and the advantages of those products by creating communication tools tailored to the local context.  The  next  step  will  very  likely  be  the  creation  of  a  social  enterprise  in  order  to  assure  the sustainability of its social mission: to distribute as many energy products as possible in Burkina Faso. The project activity  “Expanding access to LPG in Burkina Faso through microfranchised distribution""  is in phase with this approach since  it aims to promote the use of LPG as a source  of  energy  for  cooking,  thus  limiting  the  usage  of  wood  and  thus  reducing  emissions  of greenhouse gas. Other  than  the  reduction  of  greenhouse  gas  emissions  and  helping  fight  deforestation,  this project  also  offers  the  possibility  to  reduce  the  emissions  of  toxic  fumes  such  as  carbon  monoxide and PM 2.5 inside the homes of the beneficiary population. Indeed, the combustion of wood with traditional stoves releases toxic fumes in the air. These toxic fumes are one of the main causes of respiratory diseases among women and children.  Finally,  the  use  of  LGP  cookstoves,  instead  of   traditional  ones,  means  that the  end  user  is  saving significant amounts of money because fuel expenses per gram of food cooked are lower for LPG than for wood when the wood is purchased by the user.",GOLD_STANDARD_CERTIFIED_PROJECT,v2.2 CASH,8877,2016-04-30,2026-04-29,Energy Efficiency - Domestic,Micro scale,1146,https://platform.sustain-cert.com/public-project/103,Entrepreneurs du Monde,Burkina Faso,GS TPDDTEC v 2.,VER,
